Time (s),Gyro Heading (°),Ground Truth Heading (°),Heading Error (°),Improved_Heading,Improved_Error
5.1,359.76,7.62,7.86,359.76,7.860000000000014
5.11,359.81,7.62,7.81,359.81,7.810000000000002
5.12,359.87,7.62,7.75,359.87,7.75
5.13,359.98,7.62,7.64,359.98,7.639999999999986
5.14,0.04,7.62,7.58,0.04,7.58
5.15,0.11,7.62,7.51,0.11,7.51
5.16,0.17,7.62,7.45,0.17,7.45
5.17,0.21,7.62,7.41,0.21,7.41
5.18,0.22,7.62,7.4,0.22,7.4
5.19,0.21,7.62,7.41,0.21,7.41
5.2,0.2,7.62,7.42,0.2,7.42
5.21,0.21,7.62,7.41,0.21,7.41
5.22,0.23,7.62,7.39,0.23,7.39
5.23,0.3,7.62,7.32,0.3,7.32
5.24,0.34,7.62,7.28,0.34,7.28
5.25,0.38,7.62,7.24,0.38,7.24
5.26,0.42,7.62,7.2,0.42,7.2
5.27,0.44,7.62,7.18,0.44,7.18
5.28,0.46,7.62,7.16,0.46,7.16
5.29,0.49,7.62,7.13,0.49,7.13
5.3,0.47,7.62,7.15,0.47,7.15
5.31,0.41,7.62,7.21,0.41,7.21
5.32,0.34,7.62,7.28,0.34,7.28
5.33,0.23,7.62,7.39,0.23,7.39
5.34,360.0,7.62,7.62,360.0,7.62
5.35,359.9,7.62,7.72,359.9,7.720000000000027
5.36,359.82,7.62,7.8,359.82,7.800000000000011
5.37,359.76,7.62,7.86,359.76,7.860000000000014
5.38,359.72,7.62,7.9,359.72,7.899999999999977
5.39,359.65,7.62,7.97,359.65,7.970000000000027
5.4,359.61,7.62,8.01,359.61,8.009999999999991
5.41,359.57,7.62,8.05,359.57,8.050000000000011
5.42,359.53,7.62,8.09,359.53,8.090000000000032
5.43,359.49,7.62,8.13,359.49,8.129999999999995
5.44,359.41,7.62,8.21,359.41,8.20999999999998
5.45,359.38,7.62,8.24,359.38,8.240000000000009
5.46,359.34,7.62,8.28,359.34,8.28000000000003
5.47,359.28,7.62,8.34,359.28,8.340000000000032
5.48,359.22,7.62,8.4,359.22,8.399999999999977
5.49,359.16,7.62,8.46,359.16,8.45999999999998
5.5,359.03,7.62,8.59,359.03,8.590000000000032
5.51,358.98,7.62,8.64,358.98,8.639999999999986
5.52,358.93,7.62,8.69,358.93,8.689999999999998
5.53,358.91,7.62,8.71,358.91,8.70999999999998
5.54,358.91,7.62,8.71,358.91,8.70999999999998
5.55,358.96,7.62,8.66,358.96,8.660000000000025
5.56,358.99,7.62,8.63,358.99,8.629999999999995
5.57,359.02,7.62,8.6,359.02,8.600000000000023
5.58,359.03,7.62,8.59,359.03,8.590000000000032
5.59,359.04,7.62,8.58,359.04,8.579999999999984
5.6,359.04,7.62,8.58,359.04,8.579999999999984
5.61,359.04,7.62,8.58,359.04,8.579999999999984
5.62,359.01,7.62,8.61,359.01,8.610000000000014
5.63,358.98,7.62,8.64,358.98,8.639999999999986
5.64,358.95,7.62,8.67,358.95,8.670000000000016
5.65,358.88,7.62,8.74,358.88,8.740000000000009
5.66,358.84,7.62,8.78,358.84,8.78000000000003
5.67,358.79,7.62,8.83,358.79,8.829999999999984
5.68,358.73,7.62,8.89,358.73,8.889999999999986
5.69,358.66,7.62,8.96,358.66,8.95999999999998
5.7,358.5,7.62,9.12,358.5,9.120000000000005
5.71,358.42,7.62,9.2,358.42,9.199999999999989
5.72,358.34,7.62,9.28,358.34,9.28000000000003
5.73,358.27,7.62,9.35,358.27,9.350000000000023
5.74,358.23,7.62,9.39,358.23,9.389999999999986
5.75,358.19,7.62,9.43,358.19,9.430000000000007
5.76,358.13,7.62,9.49,358.13,9.490000000000009
5.77,358.11,7.62,9.51,358.11,9.509999999999991
5.78,358.09,7.62,9.53,358.09,9.53000000000003
5.79,358.09,7.62,9.53,358.09,9.53000000000003
5.8,358.1,7.62,9.52,358.1,9.519999999999982
5.81,358.12,7.62,9.5,358.12,9.5
5.82,358.13,7.62,9.49,358.13,9.490000000000009
5.83,358.14,7.62,9.48,358.14,9.480000000000018
5.84,358.13,7.62,9.49,358.13,9.490000000000009
5.85,358.14,7.62,9.48,358.14,9.480000000000018
5.86,358.15,7.62,9.47,358.15,9.470000000000027
5.87,358.18,7.62,9.44,358.18,9.439999999999998
5.88,358.21,7.62,9.41,358.21,9.410000000000025
5.89,358.25,7.62,9.37,358.25,9.370000000000005
5.9,358.29,7.62,9.33,358.29,9.329999999999984
5.91,358.38,7.62,9.24,358.38,9.240000000000009
5.92,358.42,7.62,9.2,358.42,9.199999999999989
5.93,358.47,7.62,9.15,358.47,9.149999999999977
5.94,358.53,7.62,9.09,358.53,9.090000000000032
5.95,358.58,7.62,9.04,358.58,9.04000000000002
5.96,358.68,7.62,8.94,358.68,8.939999999999998
5.97,358.73,7.62,8.89,358.73,8.889999999999986
5.98,358.79,7.62,8.83,358.79,8.829999999999984
5.99,358.84,7.62,8.78,358.84,8.78000000000003
6.0,358.9,7.62,8.72,358.9,8.720000000000027
6.01,358.96,7.62,8.66,358.96,8.660000000000025
6.02,359.07,7.62,8.55,359.07,8.550000000000011
6.03,359.13,7.62,8.49,359.13,8.490000000000009
6.04,359.18,7.62,8.44,359.18,8.439999999999998
6.05,359.24,7.62,8.38,359.24,8.379999999999995
6.06,359.3,7.62,8.32,359.3,8.319999999999993
6.07,359.43,7.62,8.19,359.43,8.189999999999998
6.08,359.49,7.62,8.13,359.49,8.129999999999995
6.09,359.54,7.62,8.08,359.54,8.079999999999984
6.1,359.6,7.62,8.02,359.6,8.019999999999982
6.11,359.65,7.62,7.97,359.65,7.970000000000027
6.12,359.77,7.62,7.85,359.77,7.850000000000023
6.13,359.83,7.62,7.79,359.83,7.7900000000000205
6.14,359.88,7.62,7.74,359.88,7.740000000000009
6.15,359.92,7.62,7.7,359.92,7.699999999999989
6.16,359.95,7.62,7.67,359.95,7.670000000000016
6.17,0.0,7.62,7.62,0.0,7.62
6.18,0.03,7.62,7.59,0.03,7.59
6.19,0.06,7.62,7.56,0.06,7.5600000000000005
6.2,0.09,7.62,7.53,0.09,7.53
6.21,0.12,7.62,7.5,0.12,7.5
6.22,0.21,7.62,7.41,0.21,7.41
6.23,0.27,7.62,7.35,0.27,7.35
6.24,0.32,7.62,7.3,0.32,7.3
6.25,0.38,7.62,7.24,0.38,7.24
6.26,0.46,7.62,7.16,0.46,7.16
6.27,0.42,7.62,7.2,0.42,7.2
6.28,0.28,7.62,7.34,0.28,7.34
6.29,0.19,7.62,7.43,0.19,7.43
6.3,0.09,7.62,7.53,0.09,7.53
6.31,0.01,7.62,7.61,0.01,7.61
6.32,359.92,7.62,7.7,359.92,7.699999999999989
6.33,359.68,7.62,7.94,359.68,7.939999999999998
6.34,359.54,7.62,8.08,359.54,8.079999999999984
6.35,359.39,7.62,8.23,359.39,8.230000000000018
6.36,359.25,7.62,8.37,359.25,8.370000000000005
6.37,359.12,7.62,8.5,359.12,8.5
6.38,358.9,7.62,8.72,358.9,8.720000000000027
6.39,358.81,7.62,8.81,358.81,8.810000000000002
6.4,358.75,7.62,8.87,358.75,8.870000000000005
6.41,358.7,7.62,8.92,358.7,8.920000000000016
6.42,358.65,7.62,8.97,358.65,8.970000000000027
6.43,358.58,7.62,9.04,358.58,9.04000000000002
6.44,358.57,7.62,9.05,358.57,9.050000000000011
6.45,358.56,7.62,9.06,358.56,9.060000000000002
6.46,358.58,7.62,9.04,358.58,9.04000000000002
6.47,358.61,7.62,9.01,358.61,9.009999999999991
6.48,358.67,7.62,8.95,358.67,8.949999999999989
6.49,358.71,7.62,8.91,358.71,8.910000000000025
6.5,358.75,7.62,8.87,358.75,8.870000000000005
6.51,358.79,7.62,8.83,358.79,8.829999999999984
6.52,358.81,7.62,8.81,358.81,8.810000000000002
6.53,358.84,7.62,8.78,358.84,8.78000000000003
6.54,358.9,7.62,8.72,358.9,8.720000000000027
6.55,358.94,7.62,8.68,358.94,8.680000000000007
6.56,358.98,7.62,8.64,358.98,8.639999999999986
6.57,359.02,7.62,8.6,359.02,8.600000000000023
6.58,359.07,7.62,8.55,359.07,8.550000000000011
6.59,359.17,7.62,8.45,359.17,8.449999999999989
6.6,359.22,7.62,8.4,359.22,8.399999999999977
6.61,359.25,7.62,8.37,359.25,8.370000000000005
6.62,359.27,7.62,8.35,359.27,8.350000000000023
6.63,359.29,7.62,8.33,359.29,8.329999999999984
6.64,359.31,7.62,8.31,359.31,8.310000000000002
6.65,359.32,7.62,8.3,359.32,8.300000000000011
6.66,359.33,7.62,8.29,359.33,8.29000000000002
6.67,359.34,7.62,8.28,359.34,8.28000000000003
6.68,359.35,7.62,8.27,359.35,8.269999999999982
6.69,359.39,7.62,8.23,359.39,8.230000000000018
6.7,359.42,7.62,8.2,359.42,8.199999999999989
6.71,359.45,7.62,8.17,359.45,8.170000000000016
6.72,359.48,7.62,8.14,359.48,8.139999999999986
6.73,359.51,7.62,8.11,359.51,8.110000000000014
6.74,359.56,7.62,8.06,359.56,8.060000000000002
6.75,359.58,7.62,8.04,359.58,8.04000000000002
6.76,359.6,7.62,8.02,359.6,8.019999999999982
6.77,359.63,7.62,7.99,359.63,7.990000000000009
6.78,359.65,7.62,7.97,359.65,7.970000000000027
6.79,359.68,7.62,7.94,359.68,7.939999999999998
6.8,359.77,7.62,7.85,359.77,7.850000000000023
6.81,359.81,7.62,7.81,359.81,7.810000000000002
6.82,359.85,7.62,7.77,359.85,7.769999999999982
6.83,359.88,7.62,7.74,359.88,7.740000000000009
6.84,359.9,7.62,7.72,359.9,7.720000000000027
6.85,359.94,7.62,7.68,359.94,7.680000000000007
6.86,359.95,7.62,7.67,359.95,7.670000000000016
6.87,359.97,7.62,7.65,359.97,7.649999999999977
6.88,359.99,7.62,7.63,359.99,7.6299999999999955
6.89,0.02,7.62,7.6,0.02,7.6000000000000005
6.9,0.06,7.62,7.56,0.06,7.5600000000000005
6.91,0.07,7.62,7.55,0.07,7.55
6.92,0.06,7.62,7.56,0.06,7.5600000000000005
6.93,0.03,7.62,7.59,0.03,7.59
6.94,360.0,7.62,7.62,360.0,7.62
6.95,359.92,7.62,7.7,359.92,7.699999999999989
6.96,359.88,7.62,7.74,359.88,7.740000000000009
6.97,359.85,7.62,7.77,359.85,7.769999999999982
6.98,359.82,7.62,7.8,359.82,7.800000000000011
6.99,359.79,7.62,7.83,359.79,7.829999999999984
7.0,359.74,7.62,7.88,359.74,7.8799999999999955
7.01,359.7,7.62,7.92,359.7,7.920000000000016
7.02,359.65,7.62,7.97,359.65,7.970000000000027
7.03,359.61,7.62,8.01,359.61,8.009999999999991
7.04,359.59,7.62,8.03,359.59,8.03000000000003
7.05,359.57,7.62,8.05,359.57,8.050000000000011
7.06,359.56,7.62,8.06,359.56,8.060000000000002
7.07,359.55,7.62,8.07,359.55,8.069999999999993
7.08,359.55,7.62,8.07,359.55,8.069999999999993
7.09,359.55,7.62,8.07,359.55,8.069999999999993
7.1,359.54,7.62,8.08,359.54,8.079999999999984
7.11,359.52,7.62,8.1,359.52,8.100000000000023
7.12,359.51,7.62,8.11,359.51,8.110000000000014
7.13,359.49,7.62,8.13,359.49,8.129999999999995
7.14,359.47,7.62,8.15,359.47,8.149999999999977
7.15,359.45,7.62,8.17,359.45,8.170000000000016
7.16,359.39,7.62,8.23,359.39,8.230000000000018
7.17,359.36,7.62,8.26,359.36,8.259999999999991
7.18,359.33,7.62,8.29,359.33,8.29000000000002
7.19,359.31,7.62,8.31,359.31,8.310000000000002
7.2,359.3,7.62,8.32,359.3,8.319999999999993
7.21,359.28,7.62,8.34,359.28,8.340000000000032
7.22,359.28,7.62,8.34,359.28,8.340000000000032
7.23,359.28,7.62,8.34,359.28,8.340000000000032
7.24,359.29,7.62,8.33,359.29,8.329999999999984
7.25,359.3,7.62,8.32,359.3,8.319999999999993
7.26,359.31,7.62,8.31,359.31,8.310000000000002
7.27,359.34,7.62,8.28,359.34,8.28000000000003
7.28,359.36,7.62,8.26,359.36,8.259999999999991
7.29,359.39,7.62,8.23,359.39,8.230000000000018
7.3,359.41,7.62,8.21,359.41,8.20999999999998
7.31,359.42,7.62,8.2,359.42,8.199999999999989
7.32,359.45,7.62,8.17,359.45,8.170000000000016
7.33,359.47,7.62,8.15,359.47,8.149999999999977
7.34,359.48,7.62,8.14,359.48,8.139999999999986
7.35,359.5,7.62,8.12,359.5,8.120000000000005
7.36,359.52,7.62,8.1,359.52,8.100000000000023
7.37,359.58,7.62,8.04,359.58,8.04000000000002
7.38,359.62,7.62,8.0,359.62,8.0
7.39,359.67,7.62,7.95,359.67,7.949999999999989
7.4,359.72,7.62,7.9,359.72,7.899999999999977
7.41,359.76,7.62,7.86,359.76,7.860000000000014
7.42,359.8,7.62,7.82,359.8,7.819999999999993
7.43,359.81,7.62,7.81,359.81,7.810000000000002
7.44,359.81,7.62,7.81,359.81,7.810000000000002
7.45,359.79,7.62,7.83,359.79,7.829999999999984
7.46,359.77,7.62,7.85,359.77,7.850000000000023
7.47,359.73,7.62,7.89,359.73,7.889999999999986
7.48,359.72,7.62,7.9,359.72,7.899999999999977
7.49,359.71,7.62,7.91,359.71,7.910000000000025
7.5,359.71,7.62,7.91,359.71,7.910000000000025
7.51,359.7,7.62,7.92,359.7,7.920000000000016
7.52,359.69,7.62,7.93,359.69,7.930000000000007
7.53,359.65,7.62,7.97,359.65,7.970000000000027
7.54,359.64,7.62,7.98,359.64,7.980000000000018
7.55,359.62,7.62,8.0,359.62,8.0
7.56,359.6,7.62,8.02,359.6,8.019999999999982
7.57,359.58,7.62,8.04,359.58,8.04000000000002
7.58,359.55,7.62,8.07,359.55,8.069999999999993
7.59,359.53,7.62,8.09,359.53,8.090000000000032
7.6,359.52,7.62,8.1,359.52,8.100000000000023
7.61,359.52,7.62,8.1,359.52,8.100000000000023
7.62,359.53,7.62,8.09,359.53,8.090000000000032
7.63,359.56,7.62,8.06,359.56,8.060000000000002
7.64,359.57,7.62,8.05,359.57,8.050000000000011
7.65,359.58,7.62,8.04,359.58,8.04000000000002
7.66,359.58,7.62,8.04,359.58,8.04000000000002
7.67,359.59,7.62,8.03,359.59,8.03000000000003
7.68,359.61,7.62,8.01,359.61,8.009999999999991
7.69,359.62,7.62,8.0,359.62,8.0
7.7,359.64,7.62,7.98,359.64,7.980000000000018
7.71,359.65,7.62,7.97,359.65,7.970000000000027
7.72,359.66,7.62,7.96,359.66,7.9599999999999795
7.73,359.65,7.62,7.97,359.65,7.970000000000027
7.74,359.65,7.62,7.97,359.65,7.970000000000027
7.75,359.64,7.62,7.98,359.64,7.980000000000018
7.76,359.63,7.62,7.99,359.63,7.990000000000009
7.77,359.63,7.62,7.99,359.63,7.990000000000009
7.78,359.63,7.62,7.99,359.63,7.990000000000009
7.79,359.63,7.62,7.99,359.63,7.990000000000009
7.8,359.63,7.62,7.99,359.63,7.990000000000009
7.81,359.62,7.62,8.0,359.62,8.0
7.82,359.6,7.62,8.02,359.6,8.019999999999982
7.83,359.57,7.62,8.05,359.57,8.050000000000011
7.84,359.53,7.62,8.09,359.53,8.090000000000032
7.85,359.5,7.62,8.12,359.5,8.120000000000005
7.86,359.48,7.62,8.14,359.48,8.139999999999986
7.87,359.44,7.62,8.18,359.44,8.180000000000007
7.88,359.41,7.62,8.21,359.41,8.20999999999998
7.89,359.34,7.62,8.28,359.34,8.28000000000003
7.9,359.31,7.62,8.31,359.31,8.310000000000002
7.91,359.29,7.62,8.33,359.29,8.329999999999984
7.92,359.27,7.62,8.35,359.27,8.350000000000023
7.93,359.25,7.62,8.37,359.25,8.370000000000005
7.94,359.2,7.62,8.42,359.2,8.420000000000016
7.95,359.18,7.62,8.44,359.18,8.439999999999998
7.96,359.14,7.62,8.48,359.14,8.480000000000018
7.97,359.11,7.62,8.51,359.11,8.509999999999991
7.98,359.07,7.62,8.55,359.07,8.550000000000011
7.99,358.98,7.62,8.64,358.98,8.639999999999986
8.0,358.93,7.62,8.69,358.93,8.689999999999998
8.01,358.89,7.62,8.73,358.89,8.730000000000018
8.02,358.87,7.62,8.75,358.87,8.75
8.03,358.86,7.62,8.76,358.86,8.759999999999991
8.04,358.87,7.62,8.75,358.87,8.75
8.05,358.9,7.62,8.72,358.9,8.720000000000027
8.06,358.92,7.62,8.7,358.92,8.699999999999989
8.07,358.94,7.62,8.68,358.94,8.680000000000007
8.08,358.95,7.62,8.67,358.95,8.670000000000016
8.09,358.95,7.62,8.67,358.95,8.670000000000016
8.1,358.94,7.62,8.68,358.94,8.680000000000007
8.11,358.92,7.62,8.7,358.92,8.699999999999989
8.12,358.91,7.62,8.71,358.91,8.70999999999998
8.13,358.9,7.62,8.72,358.9,8.720000000000027
8.14,358.89,7.62,8.73,358.89,8.730000000000018
8.15,358.9,7.62,8.72,358.9,8.720000000000027
8.16,358.91,7.62,8.71,358.91,8.70999999999998
8.17,358.93,7.62,8.69,358.93,8.689999999999998
8.18,358.95,7.62,8.67,358.95,8.670000000000016
8.19,358.97,7.62,8.65,358.97,8.649999999999977
8.2,359.0,7.62,8.62,359.0,8.620000000000005
8.21,359.0,7.62,8.62,359.0,8.620000000000005
8.22,359.0,7.62,8.62,359.0,8.620000000000005
8.23,359.0,7.62,8.62,359.0,8.620000000000005
8.24,359.0,7.62,8.62,359.0,8.620000000000005
8.25,359.01,7.62,8.61,359.01,8.610000000000014
8.26,359.04,7.62,8.58,359.04,8.579999999999984
8.27,359.07,7.62,8.55,359.07,8.550000000000011
8.28,359.12,7.62,8.5,359.12,8.5
8.29,359.18,7.62,8.44,359.18,8.439999999999998
8.3,359.25,7.62,8.37,359.25,8.370000000000005
8.31,359.4,7.62,8.22,359.4,8.220000000000027
8.32,359.48,7.62,8.14,359.48,8.139999999999986
8.33,359.57,7.62,8.05,359.57,8.050000000000011
8.34,359.65,7.62,7.97,359.65,7.970000000000027
8.35,359.74,7.62,7.88,359.74,7.8799999999999955
8.36,359.89,7.62,7.73,359.89,7.730000000000018
8.37,359.95,7.62,7.67,359.95,7.670000000000016
8.38,0.0,7.62,7.62,0.0,7.62
8.39,0.04,7.62,7.58,0.04,7.58
8.4,0.07,7.62,7.55,0.07,7.55
8.41,0.11,7.62,7.51,0.11,7.51
8.42,0.13,7.62,7.49,0.13,7.49
8.43,0.15,7.62,7.47,0.15,7.47
8.44,0.17,7.62,7.45,0.17,7.45
8.45,0.2,7.62,7.42,0.2,7.42
8.46,0.23,7.62,7.39,0.23,7.39
8.47,0.24,7.62,7.38,0.24,7.38
8.48,0.24,7.62,7.38,0.24,7.38
8.49,0.23,7.62,7.39,0.23,7.39
8.5,0.24,7.62,7.38,0.24,7.38
8.51,0.28,7.62,7.34,0.28,7.34
8.52,0.31,7.62,7.31,0.31,7.3100000000000005
8.53,0.33,7.62,7.29,0.33,7.29
8.54,0.36,7.62,7.26,0.36,7.26
8.55,0.38,7.62,7.24,0.38,7.24
8.56,0.39,7.62,7.23,0.39,7.23
8.57,0.42,7.62,7.2,0.42,7.2
8.58,0.43,7.62,7.19,0.43,7.19
8.59,0.45,7.62,7.17,0.45,7.17
8.6,0.48,7.62,7.14,0.48,7.140000000000001
8.61,0.51,7.62,7.11,0.51,7.11
8.62,0.56,7.62,7.06,0.56,7.0600000000000005
8.63,0.58,7.62,7.04,0.58,7.04
8.64,0.6,7.62,7.02,0.6,7.0200000000000005
8.65,0.61,7.62,7.01,0.61,7.01
8.66,0.62,7.62,7.0,0.62,7.0
8.67,0.62,7.62,7.0,0.62,7.0
8.68,0.62,7.62,7.0,0.62,7.0
8.69,0.62,7.62,7.0,0.62,7.0
8.7,0.61,7.62,7.01,0.61,7.01
8.71,0.61,7.62,7.01,0.61,7.01
8.72,0.6,7.62,7.02,0.6,7.0200000000000005
8.73,0.6,7.62,7.02,0.6,7.0200000000000005
8.74,0.59,7.62,7.03,0.59,7.03
8.75,0.58,7.62,7.04,0.58,7.04
8.76,0.56,7.62,7.06,0.56,7.0600000000000005
8.77,0.54,7.62,7.08,0.54,7.08
8.78,0.54,7.62,7.08,0.54,7.08
8.79,0.54,7.62,7.08,0.54,7.08
8.8,0.54,7.62,7.08,0.54,7.08
8.81,0.54,7.62,7.08,0.54,7.08
8.82,0.55,7.62,7.07,0.55,7.07
8.83,0.57,7.62,7.05,0.57,7.05
8.84,0.58,7.62,7.04,0.58,7.04
8.85,0.58,7.62,7.04,0.58,7.04
8.86,0.58,7.62,7.04,0.58,7.04
8.87,0.58,7.62,7.04,0.58,7.04
8.88,0.58,7.62,7.04,0.58,7.04
8.89,0.59,7.62,7.03,0.59,7.03
8.9,0.59,7.62,7.03,0.59,7.03
8.91,0.57,7.62,7.05,0.57,7.05
8.92,0.54,7.62,7.08,0.54,7.08
8.93,0.48,7.62,7.14,0.48,7.140000000000001
8.94,0.45,7.62,7.17,0.45,7.17
8.95,0.42,7.62,7.2,0.42,7.2
8.96,0.39,7.62,7.23,0.39,7.23
8.97,0.37,7.62,7.25,0.37,7.25
8.98,0.35,7.62,7.27,0.35,7.2700000000000005
8.99,0.36,7.62,7.26,0.36,7.26
9.0,0.37,7.62,7.25,0.37,7.25
9.01,0.39,7.62,7.23,0.39,7.23
9.02,0.4,7.62,7.22,0.4,7.22
9.03,0.42,7.62,7.2,0.42,7.2
9.04,0.45,7.62,7.17,0.45,7.17
9.05,0.47,7.62,7.15,0.47,7.15
9.06,0.49,7.62,7.13,0.49,7.13
9.07,0.51,7.62,7.11,0.51,7.11
9.08,0.53,7.62,7.09,0.53,7.09
9.09,0.54,7.62,7.08,0.54,7.08
9.1,0.55,7.62,7.07,0.55,7.07
9.11,0.56,7.62,7.06,0.56,7.0600000000000005
9.12,0.57,7.62,7.05,0.57,7.05
9.13,0.58,7.62,7.04,0.58,7.04
9.14,0.61,7.62,7.01,0.61,7.01
9.15,0.62,7.62,7.0,0.62,7.0
9.16,0.63,7.62,6.99,0.63,6.99
9.17,0.63,7.62,6.99,0.63,6.99
9.18,0.63,7.62,6.99,0.63,6.99
9.19,0.64,7.62,6.98,0.64,6.98
9.2,0.66,7.62,6.96,0.66,6.96
9.21,0.68,7.62,6.94,0.68,6.94
9.22,0.69,7.62,6.93,0.69,6.93
9.23,0.71,7.62,6.91,0.71,6.91
9.24,0.75,7.62,6.87,0.75,6.87
9.25,0.77,7.62,6.85,0.77,6.85
9.26,0.79,7.62,6.83,0.79,6.83
9.27,0.81,7.62,6.81,0.81,6.8100000000000005
9.28,0.83,7.62,6.79,0.83,6.79
9.29,0.84,7.62,6.78,0.84,6.78
9.3,0.83,7.62,6.79,0.83,6.79
9.31,0.82,7.62,6.8,0.82,6.8
9.32,0.81,7.62,6.81,0.81,6.8100000000000005
9.33,0.8,7.62,6.82,0.8,6.82
9.34,0.79,7.62,6.83,0.79,6.83
9.35,0.79,7.62,6.83,0.79,6.83
9.36,0.8,7.62,6.82,0.8,6.82
9.37,0.82,7.62,6.8,0.82,6.8
9.38,0.84,7.62,6.78,0.84,6.78
9.39,0.85,7.62,6.77,0.85,6.7700000000000005
9.45,0.87,7.62,6.75,0.87,6.75
9.46,0.87,7.62,6.75,0.87,6.75
9.46,0.88,7.62,6.74,0.88,6.74
9.46,0.87,7.62,6.75,0.87,6.75
9.46,0.87,7.62,6.75,0.87,6.75
9.46,0.87,7.62,6.75,0.87,6.75
9.46,0.86,7.62,6.76,0.86,6.76
9.47,0.86,7.62,6.76,0.86,6.76
9.48,0.86,7.62,6.76,0.86,6.76
9.49,0.86,7.62,6.76,0.86,6.76
9.5,0.87,7.62,6.75,0.87,6.75
9.51,0.87,7.62,6.75,0.87,6.75
9.52,0.87,7.62,6.75,0.87,6.75
9.53,0.87,7.62,6.75,0.87,6.75
9.54,0.86,7.62,6.76,0.86,6.76
9.55,0.86,7.62,6.76,0.86,6.76
9.56,0.84,7.62,6.78,0.84,6.78
9.57,0.84,7.62,6.78,0.84,6.78
9.58,0.85,7.62,6.77,0.85,6.7700000000000005
9.59,0.85,7.62,6.77,0.85,6.7700000000000005
9.6,0.86,7.62,6.76,0.86,6.76
9.61,0.86,7.62,6.76,0.86,6.76
9.62,0.86,7.62,6.76,0.86,6.76
9.63,0.85,7.62,6.77,0.85,6.7700000000000005
9.64,0.84,7.62,6.78,0.84,6.78
9.65,0.83,7.62,6.79,0.83,6.79
9.66,0.81,7.62,6.81,0.81,6.8100000000000005
9.67,0.8,7.62,6.82,0.8,6.82
9.68,0.79,7.62,6.83,0.79,6.83
9.69,0.78,7.62,6.84,0.78,6.84
9.7,0.78,7.62,6.84,0.78,6.84
9.71,0.77,7.62,6.85,0.77,6.85
9.72,0.77,7.62,6.85,0.77,6.85
9.73,0.76,7.62,6.86,0.76,6.86
9.74,0.75,7.62,6.87,0.75,6.87
9.75,0.75,7.62,6.87,0.75,6.87
9.76,0.76,7.62,6.86,0.76,6.86
9.77,0.77,7.62,6.85,0.77,6.85
9.78,0.8,7.62,6.82,0.8,6.82
9.79,0.82,7.62,6.8,0.82,6.8
9.8,0.84,7.62,6.78,0.84,6.78
9.81,0.84,7.62,6.78,0.84,6.78
9.82,0.86,7.62,6.76,0.86,6.76
9.83,0.86,7.62,6.76,0.86,6.76
9.84,0.87,7.62,6.75,0.87,6.75
9.85,0.87,7.62,6.75,0.87,6.75
9.86,0.86,7.62,6.76,0.86,6.76
9.87,0.83,7.62,6.79,0.83,6.79
9.88,0.81,7.62,6.81,0.81,6.8100000000000005
9.89,0.8,7.62,6.82,0.8,6.82
9.9,0.79,7.62,6.83,0.79,6.83
9.91,0.78,7.62,6.84,0.78,6.84
9.92,0.76,7.62,6.86,0.76,6.86
9.93,0.75,7.62,6.87,0.75,6.87
9.94,0.74,7.62,6.88,0.74,6.88
9.95,0.75,7.62,6.87,0.75,6.87
9.96,0.76,7.62,6.86,0.76,6.86
9.97,0.78,7.62,6.84,0.78,6.84
9.98,0.79,7.62,6.83,0.79,6.83
9.99,0.81,7.62,6.81,0.81,6.8100000000000005
10.0,0.82,7.62,6.8,0.82,6.8
10.01,0.82,7.62,6.8,0.82,6.8
10.02,0.83,7.62,6.79,0.83,6.79
10.03,0.83,7.62,6.79,0.83,6.79
10.04,0.83,7.62,6.79,0.83,6.79
10.05,0.83,7.62,6.79,0.83,6.79
10.06,0.83,7.62,6.79,0.83,6.79
10.07,0.85,7.62,6.77,0.85,6.7700000000000005
10.08,0.89,7.62,6.73,0.89,6.73
10.09,0.91,7.62,6.71,0.91,6.71
10.1,0.94,7.62,6.68,0.94,6.68
10.12,0.97,7.62,6.65,0.97,6.65
10.12,1.0,7.62,6.62,1.0,6.62
10.14,1.06,7.62,6.56,1.06,6.5600000000000005
10.14,1.09,7.62,6.53,1.09,6.53
10.15,1.12,7.62,6.5,1.12,6.5
10.16,1.14,7.62,6.48,1.14,6.48
10.17,1.15,7.62,6.47,1.15,6.470000000000001
10.18,1.17,7.62,6.45,1.17,6.45
10.19,1.17,7.62,6.45,1.17,6.45
10.2,1.18,7.62,6.44,1.18,6.44
10.22,1.19,7.62,6.43,1.19,6.43
10.22,1.2,7.62,6.42,1.2,6.42
10.23,1.24,7.62,6.38,1.24,6.38
10.24,1.25,7.62,6.37,1.25,6.37
10.25,1.26,7.62,6.36,1.26,6.36
10.26,1.28,7.62,6.34,1.28,6.34
10.27,1.29,7.62,6.33,1.29,6.33
10.28,1.32,7.62,6.3,1.32,6.3
10.3,1.34,7.62,6.28,1.34,6.28
10.3,1.36,7.62,6.26,1.36,6.26
10.31,1.39,7.62,6.23,1.39,6.23
10.32,1.42,7.62,6.2,1.42,6.2
10.33,1.45,7.62,6.17,1.45,6.17
10.34,1.53,7.62,6.09,1.53,6.09
10.35,1.56,7.62,6.06,1.56,6.0600000000000005
10.36,1.6,7.62,6.02,1.6,6.02
10.38,1.64,7.62,5.98,1.64,5.98
10.38,1.68,7.62,5.94,1.68,5.94
